id,type,lat,lon
way/876345566,Polygon,-7.064926993333333,109.78606300666667
way/882553199,Polygon,-7.08236072,109.78580256000001
way/882553200,Polygon,-7.080555328571428,109.78544775714285
way/882553201,Polygon,-7.081387619999999,109.78497752000001
way/882553202,Polygon,-7.08106188,109.78523446
way/882553203,Polygon,-7.080855842857143,109.78533114285713
way/882553204,Polygon,-7.08068674,109.78528177999999
way/882553205,Polygon,-7.08053068,109.78515792
way/882553206,Polygon,-7.0802715,109.78505272
way/882553207,Polygon,-7.0804152,109.78495638
way/882553208,Polygon,-7.080588140000001,109.78487753999998
way/882553209,Polygon,-7.080755519999999,109.78475891999999
way/882553210,Polygon,-7.081122957142858,109.78502341428573
way/882553211,Polygon,-7.081124725,109.7848603125
way/882553212,Polygon,-7.08103442,109.78476296
way/882553213,Polygon,-7.08092178,109.7846456
way/882553214,Polygon,-7.080160780000002,109.78480551999999
way/882553215,Polygon,-7.08008178,109.78463940000002
way/882553216,Polygon,-7.0796610200000005,109.78458292
way/882553217,Polygon,-7.079532760000001,109.78466399999999
way/882553218,Polygon,-7.07945362,109.78457898000002
way/882553219,Polygon,-7.079396057142858,109.78445942857142
way/882553220,Polygon,-7.07912918,109.78432023999999
way/882553221,Polygon,-7.0793351200000005,109.78414178
way/882553222,Polygon,-7.080200639999999,109.78448791999999
way/882553223,Polygon,-7.0793896599999995,109.78341929999999
way/882553224,Polygon,-7.079254260000001,109.78318748
way/882553225,Polygon,-7.07937264,109.78316723999998
way/882553226,Polygon,-7.079589472727273,109.78336844545453
way/882553227,Polygon,-7.079810500000001,109.78338172000001
way/882553228,Polygon,-7.07994526,109.78354832
way/882553229,Polygon,-7.07982274,109.78375466
way/882553230,Polygon,-7.080022942857142,109.78375217142856
way/882553231,Polygon,-7.08009546,109.78390178
way/882553232,Polygon,-7.0801620000000005,109.78415183333334
way/882553233,Polygon,-7.080235228571429,109.78411945714286
way/882553234,Polygon,-7.080385424999999,109.78400655
way/882553235,Polygon,-7.080201471428572,109.78362115714286
way/882553236,Polygon,-7.0804255,109.78366548571428
way/882553237,Polygon,-7.080605520000001,109.78447054
way/882553238,Polygon,-7.080667614285715,109.78424082857143
way/882553239,Polygon,-7.081113057142858,109.78365161428572
way/882553240,Polygon,-7.081015339999999,109.78425892
way/882553241,Polygon,-7.0811516800000005,109.78417252
way/882553242,Polygon,-7.08132114,109.78433024
way/882553243,Polygon,-7.080839914285714,109.7839413857143
way/882553244,Polygon,-7.0810362,109.78382572000001
way/882553245,Polygon,-7.080707642857143,109.78370114285713
way/882553246,Polygon,-7.08038554,109.78446936
way/882553247,Polygon,-7.0791805142857145,109.78420084285713
way/882553248,Polygon,-7.0791192800000005,109.78455902
way/882553250,Polygon,-7.079412039999999,109.78382756
way/882553251,Polygon,-7.08061184,109.78302386
way/882553252,Polygon,-7.080979444444446,109.78302062222222
way/882553253,Polygon,-7.080834680000001,109.78313016
way/882553254,Polygon,-7.080851559999999,109.78333287999999
way/882553255,Polygon,-7.080980479999999,109.7833425
way/882553256,Polygon,-7.080751844444444,109.78353056666668
way/882553257,Polygon,-7.081190680000001,109.78375558
way/882553258,Polygon,-7.080950966666667,109.78407698333332
way/882553259,Polygon,-7.0808534199999995,109.78406806000001
way/882553260,Polygon,-7.081228060000001,109.78386858000002
way/882553261,Polygon,-7.08146098,109.78399171999999
way/882553262,Polygon,-7.081393520000001,109.78374086000001
way/882553263,Polygon,-7.08137078,109.78358768000001
way/882553264,Polygon,-7.0813064400000005,109.78348806
way/882553265,Polygon,-7.081264020000001,109.78339686
way/882553266,Polygon,-7.081409328571428,109.78328584285715
way/882553267,Polygon,-7.081334799999999,109.78300755999999
way/882553268,Polygon,-7.08039182,109.78303125999999
way/882553269,Polygon,-7.080408440000001,109.78325556
way/882553270,Polygon,-7.080322,109.78376022
way/882553271,Polygon,-7.08027364,109.78368984000001
way/882553272,Polygon,-7.07953062,109.78374912000001
way/882553273,Polygon,-7.0797758,109.78305467142856
way/882553275,Polygon,-7.0793627599999995,109.78295906000001
way/882553276,Polygon,-7.07912678,109.78472064
way/882553277,Polygon,-7.079904239999999,109.78404788
way/882553278,Polygon,-7.08055154,109.78395567999999
way/882553279,Polygon,-7.0804851,109.78384108
way/882553280,Polygon,-7.08055678,109.78351710000001
way/882553281,Polygon,-7.081101685714286,109.78450584285714
way/882553282,Polygon,-7.08117676,109.78459188
way/882553283,Polygon,-7.08122928,109.78473091999999
way/889591275,Polygon,-7.0729132,109.79268902000001
way/889591276,Polygon,-7.072717399999999,109.79324706
way/889591277,Polygon,-7.0728183200000005,109.79333028
way/889591278,Polygon,-7.07288916,109.79350136000001
way/889591279,Polygon,-7.0731530199999995,109.79285908
way/889591280,Polygon,-7.0733808,109.79248451999999
way/889591281,Polygon,-7.07353268,109.79217498
way/889591282,Polygon,-7.0737231199999995,109.79208410000001
way/889591283,Polygon,-7.073328620000001,109.79226845999999
way/889591284,Polygon,-7.0732063,109.79229022
way/889591285,Polygon,-7.073469520000001,109.79195334
way/889591286,Polygon,-7.0730037333333335,109.79235638333334
way/889591287,Polygon,-7.073106657142858,109.79238147142858
way/889591288,Polygon,-7.07280975,109.79239860000001
way/889591289,Polygon,-7.072662719999999,109.79256362000001
way/889591290,Polygon,-7.0737738,109.79172736000001
way/889591291,Polygon,-7.073192085714285,109.79191444285713
way/889591292,Polygon,-7.07303028,109.79212929999998
way/889591293,Polygon,-7.07323352,109.79202532
way/889591294,Polygon,-7.0727947,109.79191481999999
way/889591295,Polygon,-7.07290324,109.79215712
way/889591296,Polygon,-7.072613059999999,109.79222708
way/889591297,Polygon,-7.07269874,109.79222393999999
way/889591298,Polygon,-7.07285892,109.79256514
way/889591299,Polygon,-7.07276112,109.7926473
way/889591300,Polygon,-7.072651883333333,109.79165836666665
way/889591301,Polygon,-7.07238618,109.79169596
way/889591302,Polygon,-7.072198179999999,109.7917058
way/889596067,Polygon,-7.07254642,109.79283962
way/889596068,Polygon,-7.072508619999999,109.79274124000001
way/889596069,Polygon,-7.0724138199999995,109.79251101999998
way/889596070,Polygon,-7.0724874,109.79260604000001
way/889596071,Polygon,-7.072465940000001,109.79287278000001
way/889596072,Polygon,-7.072648240000001,109.79301542
way/889596073,Polygon,-7.072536157142857,109.79308119999999
way/889596074,Polygon,-7.072531266666666,109.79324273333332
way/889596075,Polygon,-7.07242385,109.79315931666667
way/889596076,Polygon,-7.07235936,109.79322354000001
way/889596077,Polygon,-7.07247592,109.79328154
way/889596078,Polygon,-7.072513859999999,109.79225421999999
way/889596079,Polygon,-7.0724562,109.79204158
way/889596080,Polygon,-7.072382899999999,109.7919103
way/889596081,Polygon,-7.0723072799999995,109.79235601999999
way/889596082,Polygon,-7.0722635,109.79224503999998
way/889596083,Polygon,-7.07223349090909,109.79206327272728
way/889596084,Polygon,-7.0721052,109.79223264
way/889596085,Polygon,-7.07209174,109.79231578
way/889596086,Polygon,-7.072300100000001,109.79278280000001
way/889596087,Polygon,-7.072328019999999,109.79293632000001
way/889596088,Polygon,-7.0721940199999995,109.79293270000001
way/889596089,Polygon,-7.072066700000001,109.79301968333334
way/889596090,Polygon,-7.072122439999999,109.79295787999999
way/889596091,Polygon,-7.071999528571429,109.79200517142856
way/889596092,Polygon,-7.071385080000001,109.79313074
way/889596093,Polygon,-7.071423059999999,109.79305589999998
way/889596094,Polygon,-7.07123672,109.79299366000001
way/889596095,Polygon,-7.0711395800000005,109.79296495999999
way/889596096,Polygon,-7.071066759999999,109.79290884
way/889596097,Polygon,-7.07099244,109.79289209999999
way/889596098,Polygon,-7.071022860000001,109.79255495999999
way/889598251,Polygon,-7.071459160000001,109.79138046
way/889598252,Polygon,-7.071161259999999,109.7911885
way/889598253,Polygon,-7.070986039999999,109.79182338000001
way/889598254,Polygon,-7.0710651857142865,109.79195728571429
way/889598255,Polygon,-7.071442328571429,109.7918671857143
way/889598256,Polygon,-7.071284039999999,109.79197712
way/889598257,Polygon,-7.0708983199999995,109.79237692
way/889598258,Polygon,-7.070925971428571,109.79215938571427
way/889598259,Polygon,-7.0708432000000006,109.79221522857142
way/889598260,Polygon,-7.0707170600000016,109.79211081999999
way/889598261,Polygon,-7.070396239999999,109.79198668
way/889598262,Polygon,-7.070510228571428,109.79192604285716
way/889598263,Polygon,-7.07035288,109.79185265999999
way/889598264,Polygon,-7.0703221,109.79176584
way/889598265,Polygon,-7.070246279999999,109.79180042
way/889598266,Polygon,-7.07020488,109.79163639999999
way/889598267,Polygon,-7.070288819999999,109.79126272
way/889598268,Polygon,-7.0702083,109.79117552
way/889598269,Polygon,-7.07014392,109.7915418
way/889598270,Polygon,-7.070061839999999,109.79173524000001
way/889598271,Polygon,-7.070000779999999,109.79157022000001
way/889598272,Polygon,-7.070089179999999,109.79134165999999
way/889598273,Polygon,-7.06995084,109.79128722
way/889598274,Polygon,-7.06990224,109.79118587999999
way/889598275,Polygon,-7.06982354,109.79169156
way/889598276,Polygon,-7.06975592,109.79162477999998
way/889598277,Polygon,-7.06950152,109.79165992
way/889598278,Polygon,-7.069724081818181,109.79269319090909
way/889598279,Polygon,-7.0697816200000005,109.79304982
way/889598280,Polygon,-7.07001204,109.79362833999998
way/889598281,Polygon,-7.06936322,109.79148760000001
way/889598282,Polygon,-7.06953144,109.79142504
way/889598283,Polygon,-7.0696668,109.79143217999999
way/889598284,Polygon,-7.069650780000001,109.79133894000002
way/889598285,Polygon,-7.06963784,109.79124788000001
way/889605337,Polygon,-7.069369328571428,109.79105448571428
way/889605338,Polygon,-7.069506939999999,109.79104418
way/889605339,Polygon,-7.069626628571428,109.79103452857143
way/889605340,Polygon,-7.06908818,109.79120903999998
way/889605341,Polygon,-7.0689601600000005,109.79122246
way/889605342,Polygon,-7.068783957142857,109.79113821428572
way/889605343,Polygon,-7.068843080000001,109.79129272
way/889605344,Polygon,-7.06919918,109.7917379
way/889605345,Polygon,-7.069027460000001,109.79161836
way/889605346,Polygon,-7.068967000000001,109.79153785999999
way/889605347,Polygon,-7.068949259999999,109.79185044
way/889605348,Polygon,-7.06929502,109.79220491999999
way/889605349,Polygon,-7.069170560000001,109.79215096
way/889605350,Polygon,-7.06879166,109.7917477
way/889605351,Polygon,-7.068722920000001,109.79165318
way/889605352,Polygon,-7.06865394,109.79147686000002
way/889605353,Polygon,-7.068616539999999,109.791396
way/889605354,Polygon,-7.06847188,109.79159534
way/889605355,Polygon,-7.06833274,109.7916522
way/889605356,Polygon,-7.06825092,109.79172076
way/889605357,Polygon,-7.06843396,109.7919296
way/889605358,Polygon,-7.068426500000001,109.7918316
way/889605359,Polygon,-7.06857486,109.79176674
way/889605360,Polygon,-7.068810719999999,109.79194207999998
way/889605361,Polygon,-7.069009233333333,109.79219243333334
way/889605362,Polygon,-7.069068542857143,109.79230981428573
way/889605363,Polygon,-7.069030580000001,109.79246395999999
way/889605364,Polygon,-7.0689096,109.79264090000001
way/889605365,Polygon,-7.06873104,109.79242814
way/889605366,Polygon,-7.068915642857142,109.79230451428573
way/889605367,Polygon,-7.06865824,109.79220498
way/889605368,Polygon,-7.068680660000001,109.79229762
way/889605369,Polygon,-7.06865962,109.79206021999998
way/889605370,Polygon,-7.068752259999999,109.79253466
way/889605371,Polygon,-7.068796420000001,109.79286843999998
way/889605372,Polygon,-7.068778140000001,109.79271294
way/889605373,Polygon,-7.0689588400000005,109.79321576
way/889605374,Polygon,-7.068955985714285,109.7930775
way/889605375,Polygon,-7.06879414,109.79319206
way/889607093,Polygon,-7.069758420000001,109.79357731999998
way/889607094,Polygon,-7.069710280000001,109.79370288
way/889607095,Polygon,-7.06918462,109.79383127999999
way/889607096,Polygon,-7.06930684,109.79381224000001
way/889607097,Polygon,-7.0694339799999995,109.79378374000001
way/889607098,Polygon,-7.06913602,109.79365718
way/889607099,Polygon,-7.069056859999999,109.79381978
way/889607100,Polygon,-7.06891566,109.79370216
way/889607101,Polygon,-7.068933799999999,109.79384313999999
way/889607102,Polygon,-7.068798320000001,109.79381314
way/889607103,Polygon,-7.068814059999999,109.79390784
way/889607104,Polygon,-7.068633871428571,109.79388695714285
way/889607105,Polygon,-7.0703407,109.79371724
way/889607106,Polygon,-7.07025086,109.7938688
way/889607107,Polygon,-7.070038940000001,109.79390129999999
way/889607108,Polygon,-7.070137560000001,109.79401168
way/889607109,Polygon,-7.069952971428571,109.79394722857144
way/889607110,Polygon,-7.06981004,109.79394620000001
way/889607111,Polygon,-7.06961048,109.79399252
